,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,RH
810,2011-07-16,89,71,80,6,61,68,0,15,0.0,29.32,30.02,3.4,19,4.3,52.2
811,2011-07-17,95,69,82,8,69,74,0,17,0.0,29.35,30.06,6.2,22,6.4,64.9
812,2011-07-18,92,80,86,12,75,78,0,21,0.01,29.23,29.96,10.6,25,10.8,69.8
813,2011-07-19,93,78,86,12,72,76,0,21,0.0,29.17,29.89,4.5,7,6.2,63.0
814,2011-07-20,99,73,86,12,73,77,0,21,0.02,29.08,29.8,9.0,23,10.7,65.4
815,2011-07-21,99,75,87,13,70,76,0,22,0.02,29.1,29.8,6.2,28,8.8,56.9
816,2011-07-22,88,70,79,5,70,73,0,14,1.55,29.18,29.88,1.7,9,9.0,74.0
817,2011-07-23,87,70,79,5,70,73,0,14,6.86,29.23,29.95,0.8,30,5.3,74.0
818,2011-07-24,87,72,80,6,70,73,0,15,0.18,29.26,29.97,1.5,23,6.4,71.4
819,2011-07-25,88,73,81,7,66,71,0,16,0.0,29.2,29.91,3.4,32,6.5,60.5
820,2011-07-26,83,71,77,3,63,68,0,12,0.0,29.18,29.88,6.3,5,8.5,61.9
821,2011-07-27,90,68,79,5,66,70,0,14,0.71,29.13,29.85,6.2,16,9.5,64.5
822,2011-07-28,87,73,80,6,71,74,0,15,0.7,29.2,29.89,3.2,23,6.8,74.1
823,2011-07-29,86,71,79,5,67,71,0,14,0.7,29.28,29.98,4.3,4,5.9,66.6
824,2011-07-30,91,67,79,5,64,70,0,14,0.0,29.35,30.05,2.4,13,3.4,60.2
825,2011-07-31,90,68,79,5,69,73,0,14,0.0,29.35,30.06,4.9,25,5.0,71.7
826,2011-08-01,91,74,83,10,72,75,0,18,0.0,29.28,29.99,4.2,27,4.9,69.5
827,2011-08-02,93,74,84,11,73,76,0,19,0.43,29.04,29.77,8.3,21,9.1,69.6
828,2011-08-03,86,72,79,6,67,71,0,14,0.0,29.11,29.81,6.9,2,8.0,66.6
829,2011-08-04,84,69,77,4,66,69,0,12,0.0,29.25,29.94,5.3,5,6.0,68.9
830,2011-08-05,83,69,76,3,68,71,0,11,0.0,29.21,29.93,4.0,5,5.5,76.5
831,2011-08-06,85,72,79,6,70,72,0,14,0.18,29.1,29.82,2.5,5,4.0,74.0
832,2011-08-07,86,68,77,4,69,71,0,12,0.75,29.03,29.75,4.6,27,6.4,76.6
833,2011-08-08,80,68,74,1,67,69,0,9,0.63,29.0,29.72,4.0,4,6.2,78.7
834,2011-08-09,80,64,72,-1,61,66,0,7,0.0,28.97,29.67,10.8,28,11.1,68.4
835,2011-08-10,77,61,69,-4,54,61,0,4,0.0,29.14,29.84,7.3,31,8.7,58.6
836,2011-08-11,81,57,69,-4,54,61,0,4,0.0,29.25,29.95,2.0,24,3.0,58.6
837,2011-08-12,81,60,71,-2,59,64,0,6,0.0,29.22,29.94,8.3,19,8.5,65.7
838,2011-08-13,83,62,73,0,64,66,0,8,0.75,29.15,29.86,3.6,27,6.7,73.4
839,2011-08-14,75,62,69,-3,60,63,0,4,0.0,29.24,29.95,10.4,36,11.7,73.0
840,2011-08-15,82,57,70,-2,55,62,0,5,0.0,29.28,29.98,2.4,2,4.9,59.1
841,2011-08-16,85,61,73,1,58,64,0,8,0.0,29.32,30.03,2.9,18,3.9,59.1
842,2011-08-17,83,62,73,1,63,67,0,8,0.0,29.31,30.02,5.6,22,6.0,70.7
843,2011-08-18,84,67,76,4,60,66,0,11,0.0,29.23,29.96,2.3,4,5.2,58.0
844,2011-08-19,87,64,76,5,63,68,0,11,0.0,29.18,29.89,3.3,14,5.2,64.2
845,2011-08-20,80,66,73,2,67,69,0,8,1.11,29.22,29.92,1.3,21,3.4,81.1
846,2011-08-21,80,64,72,1,58,63,0,7,0.0,29.26,29.97,8.0,32,8.5,61.3
847,2011-08-22,82,59,71,0,59,64,0,6,0.0,29.3,30.02,1.6,26,4.1,65.7
848,2011-08-23,73,62,68,-3,63,65,0,3,0.65,29.1,29.86,9.1,20,9.8,83.9
849,2011-08-24,92,69,81,10,65,70,0,16,0.0,28.99,29.7,8.2,27,10.7,58.3
850,2011-08-25,83,64,74,4,59,64,0,9,0.0,29.26,29.95,4.1,36,7.3,59.6
851,2011-08-26,83,59,71,1,58,63,0,6,0.0,29.26,29.98,1.9,26,3.3,63.2
852,2011-08-27,81,64,73,3,62,66,0,8,0.0,29.21,29.93,8.2,2,9.2,68.5
853,2011-08-28,77,61,69,-1,57,61,0,4,0.0,29.22,29.93,7.0,2,7.9,65.4
854,2011-08-29,79,59,69,-1,56,62,0,4,0.0,29.31,30.01,1.4,2,3.5,62.9
855,2011-08-30,76,61,69,-1,56,62,0,4,0.04,29.33,30.03,5.3,15,6.3,62.9
856,2011-08-31,87,65,76,7,64,68,0,11,0.0,29.23,29.95,5.4,17,8.3,66.7
857,2011-09-01,93,71,82,14,71,75,0,17,0.0,29.2,29.91,5.2,21,5.9,69.4
858,2011-09-02,92,76,84,16,69,74,0,19,0.0,29.18,29.89,4.9,22,7.4,60.9
859,2011-09-03,89,69,79,11,67,71,0,14,0.02,29.16,29.87,2.5,29,6.2,66.6
860,2011-09-04,73,58,66,-2,54,60,0,1,0.0,29.24,29.94,10.5,32,11.5,65.1
861,2011-09-05,65,52,59,-8,45,52,6,0,0.0,29.39,30.1,14.2,1,14.8,59.6
862,2011-09-06,66,51,59,-8,46,52,6,0,0.0,29.44,30.16,9.5,3,10.1,62.1
863,2011-09-07,70,52,61,-6,47,54,4,0,0.0,29.42,30.16,10.2,1,10.8,59.8
864,2011-09-09,72,60,66,0,60,62,0,1,0.02,29.23,29.96,8.2,4,8.3,81.2
865,2011-09-10,78,56,67,1,59,62,0,2,0.0,29.29,30.0,0.9,14,3.1,75.7
866,2011-09-11,83,57,70,5,59,63,0,5,0.0,29.27,29.99,5.1,27,5.5,68.1
867,2011-09-12,86,64,75,10,59,65,0,10,0.0,29.18,29.91,10.5,23,10.9,57.5
868,2011-09-13,73,56,65,0,54,59,0,0,0.0,29.2,29.9,4.9,31,8.7,67.6
869,2011-09-14,58,47,53,-11,43,49,12,0,0.08,29.39,30.09,6.3,34,7.3,68.5
870,2011-09-15,59,42,51,-13,35,44,14,0,0.0,29.61,30.33,7.4,1,8.5,54.1
871,2011-09-16,58,46,52,-12,40,47,13,0,0.0,29.59,30.33,1.4,8,3.3,63.3
872,2011-09-17,68,50,59,-5,45,52,6,0,0.0,29.53,30.27,7.7,11,8.9,59.6
873,2011-09-18,65,55,60,-4,55,57,5,0,0.43,29.34,30.11,8.9,15,9.5,83.4
874,2011-09-19,69,54,62,-1,58,60,3,0,0.24,29.24,29.96,4.1,29,5.8,86.3
875,2011-09-21,71,56,64,2,49,56,1,0,0.0,29.23,29.95,10.2,25,11.0,57.9
876,2011-09-22,64,51,58,-4,47,52,7,0,0.0,29.36,30.08,4.6,27,6.9,66.8
877,2011-09-23,62,48,55,-6,44,49,10,0,0.0,29.33,30.06,5.9,36,7.0,66.4
878,2011-09-24,62,51,57,-4,49,51,8,0,0.14,29.26,29.99,3.6,3,4.6,74.3
879,2011-09-25,64,51,58,-3,53,55,7,0,0.08,29.13,29.87,4.1,14,5.5,83.8
880,2011-09-26,60,53,57,-3,51,53,8,0,1.21,28.92,29.65,8.8,18,15.4,80.5
881,2011-09-27,63,54,59,-1,53,55,6,0,0.31,29.0,29.71,4.3,6,8.3,80.6
882,2011-09-28,63,53,58,-1,54,55,7,0,0.77,29.07,29.78,6.5,32,7.0,86.6
883,2011-09-29,66,49,58,-1,51,53,7,0,0.06,28.98,29.7,11.7,28,13.5,77.9
884,2011-09-30,57,45,51,-8,41,47,14,0,0.09,29.32,30.01,14.6,34,15.0,68.3
885,2011-10-01,56,42,49,-9,40,45,16,0,0.0,29.53,30.26,9.6,36,10.3,71.0
886,2011-10-02,66,41,54,-4,38,46,11,0,0.0,29.47,30.22,4.7,32,5.4,54.5
887,2011-10-03,69,44,57,0,45,50,8,0,0.0,29.48,30.21,3.4,3,5.0,64.0
888,2011-10-04,76,43,60,3,47,52,5,0,0.0,29.52,30.25,1.1,16,2.3,61.8
889,2011-10-05,80,49,65,8,48,55,0,0,0.0,29.49,30.22,1.9,18,3.2,54.2
890,2011-10-06,81,50,66,10,51,58,0,1,0.0,29.5,30.23,3.8,15,4.6,58.5
891,2011-10-07,84,54,69,13,53,59,0,4,0.0,29.52,30.25,7.5,18,7.7,56.7
892,2011-10-08,82,54,68,12,54,60,0,3,0.0,29.56,30.27,7.2,19,7.6,60.8
893,2011-10-09,80,52,66,11,51,58,0,1,0.0,29.55,30.29,2.8,9,3.8,58.5
894,2011-10-10,76,54,65,10,51,57,0,0,0.0,29.39,30.13,5.2,16,6.0,60.8
895,2011-10-11,79,57,68,14,54,60,0,3,0.0,29.23,29.97,4.1,15,4.9,60.8
896,2011-10-12,78,55,67,13,52,58,0,2,0.0,29.03,29.77,7.0,14,8.1,58.7
897,2011-10-13,66,52,59,6,55,58,6,0,0.28,28.81,29.54,4.3,26,7.0,86.7
898,2011-10-14,62,48,55,2,41,48,10,0,0.0,28.9,29.6,15.4,28,15.6,59.0
899,2011-10-15,62,47,55,2,36,46,10,0,0.0,29.1,29.8,14.8,27,15.3,48.5
900,2011-10-16,62,48,55,3,39,46,10,0,0.17,29.08,29.81,7.4,28,8.5,54.7
901,2011-10-17,59,41,50,-2,33,42,15,0,0.0,29.11,29.85,10.2,26,10.4,52.0
902,2011-10-18,54,41,48,-3,37,43,17,0,0.06,29.09,29.83,6.4,1,8.5,65.6
903,2011-10-19,49,44,47,-4,40,44,18,0,0.85,28.93,29.69,17.1,36,18.0,76.4
904,2011-10-20,47,43,45,-5,37,42,20,0,0.08,29.0,29.69,15.8,32,16.1,73.6
905,2011-10-21,55,38,47,-3,34,41,18,0,0.0,29.32,30.03,4.6,29,5.4,60.5
906,2011-10-22,66,34,50,0,37,44,15,0,0.0,29.28,30.02,3.2,23,3.7,60.9
907,2011-10-23,68,38,53,4,41,48,12,0,0.2,29.19,29.93,6.1,22,6.9,63.5
908,2011-10-24,63,45,54,5,39,46,11,0,0.0,29.34,30.05,5.7,28,7.3,56.9
909,2011-10-25,74,45,60,12,46,53,5,0,0.02,29.11,29.86,7.6,19,11.9,59.7
910,2011-10-26,53,47,50,2,42,46,15,0,0.0,29.19,29.91,12.4,36,12.6,74.1
911,2011-10-27,53,39,46,-2,37,42,19,0,0.12,29.34,30.04,3.6,35,5.8,70.6
912,2011-10-28,55,35,45,-2,33,40,20,0,0.03,29.36,30.1,4.9,22,5.6,62.9
913,2011-10-29,55,34,45,-2,30,38,20,0,0.0,29.34,30.07,4.6,28,5.2,55.6
914,2011-10-30,57,33,45,-1,36,41,20,0,0.17,29.27,30.02,10.6,19,11.1,70.5
915,2011-10-31,53,36,45,-1,36,40,20,0,0.0,29.34,30.06,3.9,25,4.8,70.5
916,2012-05-01,65,49,57,4,52,55,8,0,0.09,29.18,29.92,6.2,12,7.7,83.2
917,2012-05-02,80,58,69,15,60,64,0,4,0.0,29.12,29.84,8.1,21,10.1,73.0
918,2012-05-03,86,66,76,22,65,69,0,11,1.34,29.16,29.86,10.8,21,12.0,68.8
919,2012-05-04,73,55,64,10,55,58,1,0,0.28,29.23,29.94,5.2,5,9.2,72.5
920,2012-05-05,60,52,56,1,52,54,9,0,0.0,29.29,30.01,8.0,4,8.3,86.5
921,2012-05-06,70,51,61,6,53,56,4,0,0.8,29.22,29.94,5.0,6,8.5,75.1
922,2012-05-07,64,52,58,3,55,57,7,0,0.47,29.15,29.87,2.3,34,5.4,90.1
923,2012-05-08,70,52,61,5,45,53,4,0,0.0,29.13,29.86,8.3,28,8.9,55.5
924,2012-05-09,60,47,54,-2,43,49,11,0,0.06,29.2,29.92,4.2,1,7.6,66.3
925,2012-05-10,67,46,57,1,34,46,8,0,0.0,29.29,30.0,3.2,5,7.5,41.7
926,2012-05-11,78,43,61,4,40,52,4,0,0.0,29.36,30.08,9.3,20,9.5,45.7
927,2012-05-12,69,53,61,4,42,51,4,0,0.03,29.51,30.22,5.7,3,9.3,49.7
928,2012-05-13,72,50,61,3,31,48,4,0,0.0,29.45,30.18,7.4,4,7.8,32.0
929,2012-05-14,82,43,63,5,36,51,2,0,0.0,29.31,30.05,2.5,19,5.2,36.5
930,2012-05-15,86,57,72,14,45,57,0,7,0.05,29.18,29.9,6.9,25,12.6,37.9
931,2012-05-16,65,50,58,-1,33,46,7,0,0.0,29.38,30.09,9.6,5,10.5,38.9
932,2012-05-17,74,45,60,1,39,50,5,0,0.0,29.38,30.1,5.3,11,5.8,45.6
933,2012-05-18,85,53,69,9,41,54,0,4,0.0,29.29,30.02,8.7,16,9.2,36.0
934,2012-05-19,92,59,76,16,53,62,0,11,0.0,29.29,30.0,8.2,17,9.1,45.0
935,2012-05-20,93,65,79,18,57,65,0,14,0.14,29.28,29.98,8.2,22,11.6,46.9
936,2012-05-21,67,54,61,0,44,52,4,0,0.0,29.39,30.11,11.6,1,12.6,53.6
937,2012-05-22,71,50,61,0,41,51,4,0,0.0,29.28,30.02,6.1,5,7.2,47.7
938,2012-05-23,82,47,65,4,42,54,0,0,0.0,29.1,29.84,6.6,16,6.9,43.3
939,2012-05-24,90,64,77,15,53,63,0,12,0.0,28.97,29.69,17.5,18,17.7,43.4
940,2012-05-25,83,65,74,12,49,59,0,9,0.0,29.31,29.98,3.4,3,10.0,41.2
941,2012-05-26,86,60,73,11,54,61,0,8,0.0,29.37,30.07,9.6,7,11.2,51.2
942,2012-05-27,97,70,84,22,59,68,0,19,0.0,29.16,29.9,8.7,18,10.1,42.8
943,2012-05-28,95,77,86,23,60,69,0,21,0.0,29.03,29.75,13.4,22,14.0,41.7
944,2012-05-29,85,61,73,9,46,59,0,8,0.0,29.1,29.81,11.1,28,12.2,38.1
945,2012-05-30,70,53,62,-2,46,53,3,0,0.0,29.22,29.91,5.4,36,9.6,55.7
946,2012-05-31,54,47,51,-13,45,48,14,0,1.12,29.2,29.95,10.3,4,11.0,79.5
947,2012-06-01,65,49,57,-7,43,49,8,0,0.01,29.07,29.8,7.3,36,9.9,59.3
948,2012-06-02,76,49,63,-1,46,55,2,0,0.0,29.03,29.75,10.6,26,10.8,53.9
949,2012-06-03,81,57,69,5,48,58,0,4,0.0,29.1,29.81,9.5,28,9.7,47.0
950,2012-06-04,75,59,67,3,47,56,0,2,0.0,29.18,29.89,7.5,4,8.2,48.6
951,2012-06-05,70,57,64,-1,49,56,1,0,0.0,29.29,30.0,8.9,4,9.2,57.9
952,2012-06-06,76,52,64,-2,46,55,1,0,0.0,29.36,30.07,6.2,4,6.5,51.9
953,2012-06-07,82,54,68,2,44,56,0,3,0.0,29.38,30.09,2.2,10,4.5,42.0
954,2012-06-08,88,54,71,5,49,60,0,6,0.0,29.26,29.99,7.2,25,7.7,45.4
955,2012-06-09,90,65,78,12,50,62,0,13,0.0,29.18,29.9,9.3,22,10.1,37.4
956,2012-06-10,93,67,80,13,56,66,0,15,0.0,29.2,29.9,11.9,19,12.3,43.6
957,2012-06-11,90,70,80,13,62,68,0,15,0.0,29.12,29.82,8.9,23,11.1,54.2
958,2012-06-12,78,59,69,1,46,57,0,4,0.0,29.34,30.03,7.0,33,10.5,43.6
959,2012-06-13,72,54,63,-5,45,55,2,0,0.0,29.43,30.15,7.2,8,7.5,51.8
960,2012-06-14,87,56,72,4,48,59,0,7,0.0,29.34,30.08,7.9,13,9.0,42.6
961,2012-06-15,94,59,77,9,49,62,0,12,0.0,29.33,30.04,8.2,16,9.7,37.2
962,2012-06-16,94,69,82,13,60,68,0,17,0.31,29.23,29.95,10.0,20,11.3,47.4
963,2012-06-17,87,69,78,9,59,66,0,13,0.11,29.13,29.85,5.7,23,7.1,51.9
964,2012-06-18,94,69,82,12,65,71,0,17,0.0,29.03,29.73,16.8,21,17.2,56.2
965,2012-06-19,95,78,87,17,65,72,0,22,0.0,29.21,29.89,14.9,21,15.5,47.8
966,2012-06-20,95,77,86,16,62,71,0,21,0.0,29.22,29.93,15.2,21,15.4,44.7
967,2012-06-21,85,70,78,8,59,66,0,13,0.01,29.21,29.91,7.5,27,9.8,51.9
968,2012-06-22,87,64,76,6,52,62,0,11,0.0,29.26,29.97,2.6,34,6.6,43.2
969,2012-06-23,87,62,75,5,55,64,0,10,0.0,29.28,30.0,3.2,8,5.7,49.8
970,2012-06-24,94,65,80,9,57,65,0,15,0.0,29.25,29.96,3.1,4,7.0,45.3
971,2012-06-25,76,60,68,-3,49,58,0,3,0.0,29.35,30.06,13.6,4,14.0,50.4
972,2012-06-26,83,56,70,-1,50,59,0,5,0.0,29.27,30.0,3.5,9,4.9,49.1
973,2012-06-27,92,57,75,4,51,63,0,10,0.0,29.13,29.87,12.1,20,12.4,43.1
974,2012-06-28,100,76,88,17,69,74,0,23,0.04,29.08,29.78,6.4,26,8.4,53.6
975,2012-06-29,88,69,79,8,61,67,0,14,0.42,29.16,29.84,2.4,4,6.9,54.1
976,2012-06-30,92,69,81,9,67,72,0,16,0.0,29.11,29.82,6.0,24,6.6,62.4
977,2012-07-01,91,68,80,8,67,71,0,15,0.0,29.23,29.92,3.1,23,5.4,64.3
978,2012-07-02,98,71,85,13,69,74,0,20,0.0,29.21,29.93,4.4,23,5.2,59.1
979,2012-07-03,96,77,87,15,67,74,0,22,0.0,29.13,29.85,9.4,25,9.9,51.2
980,2012-07-04,102,79,91,19,68,75,0,26,0.0,29.15,29.85,9.4,25,9.6,46.9
981,2012-07-05,103,79,91,19,69,75,0,26,0.28,29.2,29.89,5.5,24,7.5,48.7
982,2012-07-06,103,82,93,21,71,77,0,28,0.0,29.21,29.92,6.5,27,7.3,49.0
983,2012-07-07,98,73,86,14,67,72,0,21,0.0,29.26,29.96,7.9,2,11.9,53.0
984,2012-07-08,85,68,77,4,56,65,0,12,0.0,29.34,30.04,11.3,3,11.5,48.2
985,2012-07-09,91,66,79,6,57,65,0,14,0.0,29.33,30.03,4.7,5,6.8,46.9
986,2012-07-10,83,67,75,2,55,64,0,10,0.0,29.39,30.1,9.9,4,10.1,49.8
987,2012-07-11,87,64,76,3,57,65,0,11,0.0,29.39,30.1,5.8,9,8.1,51.9
988,2012-07-12,91,66,79,6,54,65,0,14,0.0,29.35,30.06,6.4,11,8.0,42.0
989,2012-07-13,93,70,82,9,63,69,0,17,0.28,29.31,30.03,3.4,15,6.2,52.5
990,2012-07-14,90,70,80,7,65,70,0,15,0.0,29.3,30.02,2.0,25,6.4,60.0
991,2012-07-15,95,71,83,9,66,71,0,18,0.0,29.29,30.01,2.2,27,7.4,56.7
992,2012-07-16,97,72,85,11,66,72,0,20,0.0,29.19,29.91,7.1,24,7.6,53.2
993,2012-07-17,99,79,89,15,67,74,0,24,0.0,29.13,29.83,8.6,26,9.8,48.1
994,2012-07-18,94,72,83,9,71,74,0,18,0.85,29.18,29.89,6.0,6,8.3,67.4
995,2012-07-19,83,71,77,3,70,72,0,12,0.8,29.2,29.9,5.2,4,10.9,79.0
996,2012-07-20,81,68,75,1,59,65,0,10,0.0,29.34,30.04,9.5,4,10.1,57.5
997,2012-07-21,87,65,76,2,63,69,0,11,0.0,29.34,30.05,4.3,24,4.9,64.2
998,2012-07-22,89,68,79,5,66,70,0,14,0.0,29.31,30.04,5.9,21,6.4,64.5
999,2012-07-23,97,81,89,15,68,74,0,24,0.0,29.2,29.91,9.8,24,10.5,49.9
1000,2012-07-24,84,69,77,3,65,70,0,12,0.54,29.24,29.94,6.6,5,7.8,66.4
1001,2012-07-25,99,70,85,11,67,73,0,20,0.01,28.99,29.73,9.3,20,12.2,54.9
1002,2012-07-26,89,69,79,5,69,72,0,14,0.71,29.0,29.7,6.4,25,9.1,71.7
1003,2012-07-27,86,66,76,2,64,68,0,11,0.03,29.17,29.84,5.4,34,8.6,66.7
1004,2012-07-28,82,67,75,1,60,66,0,10,0.0,29.38,30.07,6.2,6,7.9,59.7
1005,2012-07-29,85,63,74,0,59,66,0,9,0.0,29.31,30.03,4.4,15,5.5,59.6
1006,2012-07-30,92,69,81,7,62,69,0,16,0.0,29.19,29.91,5.7,21,7.0,52.7
1007,2012-07-31,85,68,77,3,65,69,0,12,0.16,29.21,29.91,4.2,6,7.0,66.4
1008,2012-08-01,90,68,79,6,64,69,0,14,0.0,29.19,29.91,1.7,19,3.6,60.2
1009,2012-08-02,93,66,80,7,63,69,0,15,0.0,29.13,29.85,1.5,11,6.5,56.0
1010,2012-08-03,95,71,83,10,67,72,0,18,0.0,29.16,29.86,4.9,7,6.3,58.5
1011,2012-08-04,93,71,82,9,69,72,0,17,0.37,29.15,29.85,3.8,20,6.0,64.9
1012,2012-08-05,84,66,75,2,59,66,0,10,0.0,29.35,30.04,7.0,31,9.1,57.5
1013,2012-08-06,85,62,74,1,56,64,0,9,0.0,29.35,30.07,3.2,24,4.3,53.4
1014,2012-08-07,92,62,77,4,60,68,0,12,0.0,29.21,29.94,7.0,25,8.3,55.9
1015,2012-08-08,84,72,78,5,62,68,0,13,0.0,29.24,29.96,8.3,5,8.6,57.9
1016,2012-08-09,75,63,69,-4,63,65,0,4,0.05,29.16,29.88,7.3,4,9.6,80.9
1017,2012-08-10,76,61,69,-4,55,60,0,4,0.18,29.2,29.91,13.2,36,14.2,60.9
1018,2012-08-11,78,56,67,-6,53,59,0,2,0.0,29.26,29.97,6.5,35,8.5,61.0
1019,2012-08-12,76,55,66,-7,54,60,0,1,0.0,29.27,29.99,3.4,22,3.8,65.1
1020,2012-08-13,69,60,65,-8,61,63,0,0,0.4,29.24,29.96,0.3,2,3.4,87.0
1021,2012-08-14,84,56,70,-2,60,64,0,5,0.0,29.2,29.92,0.6,6,4.8,70.8
1022,2012-08-15,85,65,75,3,60,66,0,10,0.0,29.19,29.91,5.7,23,6.3,59.7
1023,2012-08-16,76,62,69,-3,61,65,0,4,0.39,29.13,29.84,7.0,25,10.7,75.4
1024,2012-08-17,76,58,67,-5,51,58,0,2,0.0,29.27,29.98,4.9,33,7.4,56.7
1025,2012-08-18,77,53,65,-7,51,58,0,0,0.0,29.26,29.98,2.6,14,4.5,60.8
1026,2012-08-19,79,60,70,-1,50,58,0,5,0.0,29.22,29.94,1.5,7,3.6,49.1
1027,2012-08-20,74,58,66,-5,56,60,0,1,0.08,29.25,29.96,3.5,5,6.2,69.9
1028,2012-08-21,79,53,66,-5,50,58,0,1,0.0,29.35,30.06,2.6,13,4.6,56.2
1029,2012-08-22,85,54,70,-1,52,60,0,5,0.0,29.35,30.07,5.5,19,5.8,52.8
1030,2012-08-23,92,64,78,7,56,64,0,13,0.03,29.33,30.04,7.6,18,8.1,46.5
1031,2012-08-24,94,64,79,8,57,66,0,14,0.0,29.28,29.99,8.2,19,8.8,46.9
1032,2012-08-25,93,66,80,10,57,66,0,15,0.0,29.29,30.01,7.4,18,7.9,45.3
1033,2012-08-26,79,66,73,3,67,68,0,8,0.57,29.29,30.01,6.1,18,7.1,81.1
1034,2012-08-27,88,66,77,7,61,67,0,12,0.0,29.33,30.03,4.6,1,6.0,57.7
1035,2012-08-28,86,63,75,5,61,65,0,10,0.0,29.37,30.08,3.6,7,5.2,61.7
1036,2012-08-29,84,65,75,5,59,65,0,10,0.0,29.33,30.05,4.8,13,5.8,57.5
1037,2012-08-30,90,64,77,7,59,66,0,12,0.0,29.28,29.99,10.2,20,10.5,53.8
1038,2012-08-31,92,71,82,13,64,70,0,17,0.0,29.32,30.02,4.9,24,10.4,54.5
1039,2012-09-01,75,71,73,5,66,69,0,8,0.0,29.29,30.01,12.1,5,11.9,78.7
1040,2012-09-02,82,73,78,10,69,71,0,13,0.0,29.19,29.91,10.4,6,10.7,73.9
1041,2012-09-04,90,66,78,10,69,72,0,13,0.64,29.13,29.86,2.8,7,8.6,73.9
1042,2012-09-05,86,63,75,8,64,68,0,10,0.16,29.11,29.8,3.3,23,7.1,68.7
1043,2012-09-06,86,68,77,10,61,67,0,12,0.0,29.18,29.89,3.2,34,6.6,57.7
1044,2012-09-07,78,59,69,2,60,64,0,4,0.06,29.11,29.82,4.7,34,9.6,73.0
1045,2012-09-08,73,54,64,-2,50,56,1,0,0.28,29.14,29.86,9.5,31,11.6,60.3
1046,2012-09-09,72,55,64,-2,51,56,1,0,0.0,29.35,30.04,8.1,35,9.4,62.7
1047,2012-09-10,75,52,64,-2,50,56,1,0,0.0,29.42,30.14,5.9,19,6.5,60.3
1048,2012-09-11,83,52,68,3,53,60,0,3,0.0,29.38,30.1,11.1,20,11.5,58.8
1049,2012-09-12,86,63,75,10,56,63,0,10,0.0,29.4,30.11,10.0,21,10.3,51.5
1050,2012-09-13,71,54,63,-2,53,57,2,0,0.19,29.54,30.25,8.7,36,10.0,70.1
1051,2012-09-14,76,51,64,0,46,54,1,0,0.0,29.57,30.29,6.6,30,7.7,51.9
1052,2012-09-15,79,50,65,1,46,55,0,0,0.0,29.47,30.21,1.7,17,4.0,50.3
1053,2012-09-16,77,49,63,-1,47,55,2,0,0.0,29.3,30.04,4.7,22,5.0,55.8
1054,2012-09-17,78,55,67,3,56,59,0,2,0.26,29.1,29.84,4.8,26,9.0,67.8
1055,2012-09-18,63,47,55,-9,39,47,10,0,0.0,29.21,29.92,11.8,33,12.2,54.7
1056,2012-09-19,73,41,57,-6,40,50,8,0,0.0,29.19,29.93,15.9,20,16.1,52.7
1057,2012-09-20,72,51,62,0,39,50,3,0,0.0,29.16,29.89,8.4,28,8.9,42.5
1058,2012-09-21,60,48,54,-8,46,50,11,0,0.15,29.13,29.86,1.9,29,6.6,74.5
1059,2012-09-22,59,44,52,-10,41,46,13,0,0.02,29.29,29.99,10.3,29,11.0,66.0
1060,2012-09-23,61,40,51,-10,35,43,14,0,0.0,29.49,30.21,6.2,30,6.6,54.1
1061,2012-09-24,70,37,54,-7,34,46,11,0,0.0,29.28,30.05,11.3,23,11.5,46.6
1062,2012-09-25,77,49,63,2,52,57,2,0,0.0,29.13,29.86,8.6,21,9.1,67.3
1063,2012-09-26,68,53,61,1,50,54,4,0,0.0,29.34,30.03,9.4,3,9.8,67.1
1064,2012-09-27,65,46,56,-4,46,51,9,0,0.0,29.44,30.16,8.3,36,9.0,69.3
1065,2012-09-28,67,50,59,0,48,52,6,0,0.0,29.4,30.13,7.5,1,8.9,66.9
1066,2012-09-29,79,48,64,5,46,53,1,0,0.0,29.29,30.03,2.4,34,5.9,51.9
1067,2012-09-30,66,50,58,-1,46,51,7,0,0.0,29.23,29.96,7.2,3,8.1,64.5
1068,2012-10-01,66,47,57,-1,46,52,8,0,0.0,29.13,29.87,3.8,6,4.8,66.6
1069,2012-10-02,69,53,61,3,50,55,4,0,0.0,29.15,29.86,9.6,3,9.9,67.1
1070,2012-10-03,63,59,61,4,59,60,4,0,0.26,29.23,29.94,2.8,22,4.8,93.2
1071,2012-10-04,77,48,63,6,52,56,2,0,0.12,29.31,30.02,10.1,24,11.7,67.3
1072,2012-10-05,50,39,45,-12,31,40,20,0,0.0,29.36,30.09,8.4,28,8.9,57.6
1073,2012-10-06,50,34,42,-14,28,37,23,0,0.0,29.41,30.13,9.5,30,9.8,57.2
1074,2012-10-07,51,36,44,-12,24,36,21,0,0.0,29.41,30.14,6.1,28,7.6,45.0
1075,2012-10-08,60,32,46,-10,29,40,19,0,0.0,29.32,30.07,13.9,20,13.8,51.0
1076,2012-10-09,65,42,54,-1,38,45,11,0,0.17,29.15,29.9,13.1,22,16.7,54.5
1077,2012-10-10,51,35,43,-12,31,38,22,0,0.0,29.36,30.08,12.1,28,12.7,62.2
1078,2012-10-11,67,35,51,-3,35,44,14,0,0.02,29.4,30.11,9.0,23,15.0,54.1
